ADJUVANT	YEAR	DATE	COUNTY_NAME	COMTRS	SITE_NAME	PRODUCT_NAME	POUNDS_PRODUCT_APPLIED	CHEMICAL_NAME	POUNDS_CHEMICAL_APPLIED	AMOUNT_TREATED	UNIT_TREATED	AERIAL_GROUND_INDICATOR
N/A	2017	03-MAR-17	SONOMA	49M07N09W20	GRAPES, WINE	CAYUSE PLUS	9.6978	N/A	N/A	16	A	G
N/A	2017	03-MAR-17	SONOMA	49M07N09W20	GRAPES, WINE	CAYUSE PLUS	9.9887	N/A	N/A	12.4	A	G
N/A	2017	08-MAR-17	SONOMA	49M07N09W28	GRAPES, WINE	CAYUSE PLUS	4.8489	N/A	N/A	9.71	A	G
N/A	2017	01-MAR-17	SONOMA	49M07N09W29	GRAPES, WINE	CAYUSE PLUS	1.8426	N/A	N/A	2	A	G
N/A	2017	03-MAR-17	SONOMA	49M07N09W21	GRAPES, WINE	CAYUSE PLUS	9.4069	N/A	N/A	10.4	A	G
N/A	2017	27-DEC-17	SONOMA	49M07N09W29	GRAPES, WINE	CAYUSE PLUS	14.5467	N/A	N/A	9	A	G
N/A	2017	03-MAR-17	SONOMA	49M07N09W20	GRAPES, WINE	CAYUSE PLUS	12.0253	N/A	N/A	13.2	A	G
N/A	2017	03-MAR-17	SONOMA	49M07N09W20	GRAPES, WINE	CAYUSE PLUS	2.9093	N/A	N/A	3.6	A	G
N/A	2017	03-MAR-17	SONOMA	49M07N09W28	GRAPES, WINE	CAYUSE PLUS	19.6865	N/A	N/A	21.6	A	G
N/A	2017	03-MAR-17	SONOMA	49M07N09W29	GRAPES, WINE	CAYUSE PLUS	13.4799	N/A	N/A	16.65	A	G
N/A	2017	03-MAR-17	SONOMA	49M07N09W20	GRAPES, WINE	CAYUSE PLUS	1.8426	N/A	N/A	3	A	G
N/A	2017	03-MAR-17	SONOMA	49M07N09W20	GRAPES, WINE	CAYUSE PLUS	5.4308	N/A	N/A	6.75	A	G
N/A	2017	03-MAR-17	SONOMA	49M07N09W21	GRAPES, WINE	CAYUSE PLUS	21.82	N/A	N/A	24	A	G
N/A	2017	03-MAR-17	SONOMA	49M07N09W27	GRAPES, WINE	CAYUSE PLUS	17.7469	N/A	N/A	19.52	A	G
N/A	2017	03-MAR-17	SONOMA	49M07N09W20	GRAPES, WINE	CAYUSE PLUS	14.5467	N/A	N/A	14	A	G
N/A	2017	01-MAR-17	SONOMA	49M07N09W20	GRAPES, WINE	CAYUSE PLUS	7.2733	N/A	N/A	8	A	G
N/A	2017	03-MAR-17	SONOMA	49M07N09W20	GRAPES, WINE	CAYUSE PLUS	13.092	N/A	N/A	18	A	G
N/A	2017	05-DEC-17	SONOMA	49M07N09W28	GRAPES, WINE	CAYUSE PLUS	57.6048	N/A	N/A	23.76	A	G
N/A	2017	18-NOV-17	SONOMA	49M07N09W28	GRAPES, WINE	CAYUSE PLUS	4.4534	N/A	N/A	1.2	A	G
N/A	2017	10-MAY-17	SONOMA	49M07N09W27	GRAPES, WINE	CAYUSE PLUS	10.91	N/A	N/A	25	A	G
N/A	2017	03-MAR-17	SONOMA	49M07N09W20	GRAPES, WINE	CAYUSE PLUS	18.2318	N/A	N/A	30	A	G
N/A	2017	05-DEC-17	SONOMA	49M07N09W28	GRAPES, WINE	CAYUSE PLUS	28.5115	N/A	N/A	11.79	A	G
N/A	2017	03-MAR-17	SONOMA	49M07N09W20	GRAPES, WINE	CAYUSE PLUS	7.2733	N/A	N/A	8	A	G
N/A	2017	03-MAR-17	SONOMA	49M07N09W29	GRAPES, WINE	CAYUSE PLUS	13.092	N/A	N/A	18	A	G
N/A	2017	03-MAR-17	SONOMA	49M07N09W29	GRAPES, WINE	CAYUSE PLUS	4.855	N/A	N/A	2.67	A	G
N/A	2017	03-MAR-17	SONOMA	49M07N09W20	GRAPES, WINE	CAYUSE PLUS	5.9156	N/A	N/A	5.67	A	G
N/A	2017	31-JAN-17	SONOMA	49M07N09W29	GRAPES, WINE	CAYUSE PLUS	14.5467	N/A	N/A	10	A	G
N/A	2017	03-MAR-17	SONOMA	49M07N09W20	GRAPES, WINE	CAYUSE PLUS	12.0253	N/A	N/A	13.2	A	G
N/A	2017	03-MAR-17	SONOMA	49M07N09W28	GRAPES, WINE	CAYUSE PLUS	19.6865	N/A	N/A	21.6	A	G
N/A	2017	27-DEC-17	SONOMA	49M07N09W29	GRAPES, WINE	CAYUSE PLUS	14.5467	N/A	N/A	9	A	G
N/A	2017	03-MAR-17	SONOMA	49M07N09W29	GRAPES, WINE	CAYUSE PLUS	13.4799	N/A	N/A	16.65	A	G
N/A	2017	03-MAR-17	SONOMA	49M07N09W20	GRAPES, WINE	CAYUSE PLUS	18.2318	N/A	N/A	30	A	G
N/A	2017	18-NOV-17	SONOMA	49M07N09W28	GRAPES, WINE	CAYUSE PLUS	4.6383	N/A	N/A	1.25	A	G
N/A	2017	18-NOV-17	SONOMA	49M07N09W28	GRAPES, WINE	CAYUSE PLUS	4.4534	N/A	N/A	1.2	A	G
N/A	2017	08-MAR-17	SONOMA	49M07N09W28	GRAPES, WINE	CAYUSE PLUS	4.8489	N/A	N/A	9.71	A	G
N/A	2017	03-MAR-17	SONOMA	49M07N09W29	GRAPES, WINE	CAYUSE PLUS	4.855	N/A	N/A	2.67	A	G
N/A	2017	03-MAR-17	SONOMA	49M07N09W20	GRAPES, WINE	CAYUSE PLUS	9.6978	N/A	N/A	16	A	G
N/A	2017	03-MAR-17	SONOMA	49M07N09W21	GRAPES, WINE	CAYUSE PLUS	21.82	N/A	N/A	24	A	G
N/A	2017	03-MAR-17	SONOMA	49M07N09W27	GRAPES, WINE	CAYUSE PLUS	17.7469	N/A	N/A	19.52	A	G
N/A	2017	05-DEC-17	SONOMA	49M07N09W28	GRAPES, WINE	CAYUSE PLUS	57.6048	N/A	N/A	23.76	A	G
N/A	2017	05-DEC-17	SONOMA	49M07N09W28	GRAPES, WINE	CAYUSE PLUS	28.5115	N/A	N/A	11.79	A	G
N/A	2017	03-MAR-17	SONOMA	49M07N09W21	GRAPES, WINE	CAYUSE PLUS	9.4069	N/A	N/A	10.4	A	G
N/A	2017	03-MAR-17	SONOMA	49M07N09W20	GRAPES, WINE	CAYUSE PLUS	2.9093	N/A	N/A	3.6	A	G
N/A	2017	01-MAR-17	SONOMA	49M07N09W20	GRAPES, WINE	CAYUSE PLUS	7.2733	N/A	N/A	8	A	G
N/A	2017	03-MAR-17	SONOMA	49M07N09W20	GRAPES, WINE	CAYUSE PLUS	14.5467	N/A	N/A	14	A	G
N/A	2017	03-MAR-17	SONOMA	49M07N09W20	GRAPES, WINE	CAYUSE PLUS	5.9156	N/A	N/A	5.67	A	G
N/A	2017	03-MAR-17	SONOMA	49M07N09W20	GRAPES, WINE	CAYUSE PLUS	1.8426	N/A	N/A	3	A	G
N/A	2017	01-MAR-17	SONOMA	49M07N09W29	GRAPES, WINE	CAYUSE PLUS	1.8426	N/A	N/A	2	A	G
N/A	2017	03-MAR-17	SONOMA	49M07N09W20	GRAPES, WINE	CAYUSE PLUS	7.2733	N/A	N/A	8	A	G
N/A	2017	01-MAR-17	SONOMA	49M07N09W21	GRAPES, WINE	CAYUSE PLUS	8.0492	N/A	N/A	10	A	G
N/A	2017	03-MAR-17	SONOMA	49M07N09W29	GRAPES, WINE	CAYUSE PLUS	13.092	N/A	N/A	18	A	G
N/A	2017	03-MAR-17	SONOMA	49M07N09W20	GRAPES, WINE	CAYUSE PLUS	13.092	N/A	N/A	18	A	G
N/A	2017	31-JAN-17	SONOMA	49M07N09W29	GRAPES, WINE	CAYUSE PLUS	14.5467	N/A	N/A	10	A	G
N/A	2017	10-MAY-17	SONOMA	49M07N09W27	GRAPES, WINE	CAYUSE PLUS	10.91	N/A	N/A	25	A	G
N/A	2017	03-MAR-17	SONOMA	49M07N09W20	GRAPES, WINE	CAYUSE PLUS	5.4308	N/A	N/A	6.75	A	G
N/A	2017	03-MAR-17	SONOMA	49M07N09W20	GRAPES, WINE	CAYUSE PLUS	9.9887	N/A	N/A	12.4	A	G
NO	2017	16-JAN-17	SONOMA	49M07N09W27	GRAPES, WINE	CHAMP FORMULA 2 FLOWABLE	.7747	COPPER HYDROXIDE	.2905125	1	A	G
NO	2017	10-JAN-17	SONOMA	49M07N09W21	GRAPES, WINE	CHATEAU HERBICIDE SW	18	FLUMIOXAZIN	9.18	55	A	G
NO	2017	17-JAN-17	SONOMA	49M07N09W20	GRAPES, WINE	CHATEAU HERBICIDE SW	.1406	FLUMIOXAZIN	.071706	.5	A	G
NO	2017	13-JAN-17	SONOMA	49M07N09W21	GRAPES, WINE	CHATEAU HERBICIDE SW	1.83	FLUMIOXAZIN	.9333	2.44	A	G
NO	2017	11-JAN-17	SONOMA	49M07N09W27	GRAPES, WINE	CHATEAU HERBICIDE SW	2.25	FLUMIOXAZIN	1.1475	6	A	G
NO	2017	15-JAN-17	SONOMA	49M07N09W27	GRAPES, WINE	CHATEAU HERBICIDE SW	.5	FLUMIOXAZIN	.255	1	A	G
NO	2017	10-JAN-17	SONOMA	49M07N09W28	GRAPES, WINE	CHATEAU HERBICIDE SW	9	FLUMIOXAZIN	4.59	24	A	G
NO	2017	18-NOV-17	SONOMA	49M07N09W28	GRAPES, WINE	CHATEAU HERBICIDE SW	.4781	FLUMIOXAZIN	.243831	1.25	A	G
NO	2017	17-JAN-17	SONOMA	49M07N09W27	GRAPES, WINE	CHATEAU HERBICIDE SW	.5	FLUMIOXAZIN	.255	1	A	G
NO	2017	27-DEC-17	SONOMA	49M07N09W29	GRAPES, WINE	CHATEAU HERBICIDE SW	3	FLUMIOXAZIN	1.53	9	A	G
NO	2017	11-JAN-17	SONOMA	49M07N09W22	GRAPES, WINE	CHATEAU HERBICIDE SW	9	FLUMIOXAZIN	4.59	25	A	G
NO	2017	27-JAN-17	SONOMA	49M07N09W27	GRAPES, WINE	CHATEAU HERBICIDE SW	.5	FLUMIOXAZIN	.255	1	A	G
NO	2017	17-JAN-17	SONOMA	49M07N09W20	GRAPES, WINE	CHATEAU HERBICIDE SW	.25	FLUMIOXAZIN	.1275	.4	A	G
NO	2017	18-NOV-17	SONOMA	49M07N09W28	GRAPES, WINE	CHATEAU HERBICIDE SW	.4594	FLUMIOXAZIN	.234294	1.2	A	G
NO	2017	28-DEC-17	SONOMA	49M07N09W27	GRAPES, WINE	CHATEAU HERBICIDE SW	.5	FLUMIOXAZIN	.255	1	A	G
N/A	2017	13-JAN-17	SONOMA	49M07N09W21	GRAPES, WINE	CHOICE WEATHER MASTER	1.7913	N/A	N/A	2.44	A	G
N/A	2017	17-JAN-17	SONOMA	49M07N09W20	GRAPES, WINE	CHOICE WEATHER MASTER	.1657	N/A	N/A	.5	A	G
N/A	2017	17-JAN-17	SONOMA	49M07N09W20	GRAPES, WINE	CHOICE WEATHER MASTER	.2946	N/A	N/A	.4	A	G
N/A	2017	17-JAN-17	SONOMA	49M07N09W20	GRAPES, WINE	CHOICE WEATHER MASTER	.1657	N/A	N/A	.5	A	G
N/A	2017	17-JAN-17	SONOMA	49M07N09W20	GRAPES, WINE	CHOICE WEATHER MASTER	.2946	N/A	N/A	.4	A	G
N/A	2017	13-JAN-17	SONOMA	49M07N09W21	GRAPES, WINE	CHOICE WEATHER MASTER	1.7913	N/A	N/A	2.44	A	G
N/A	2017	13-JAN-17	SONOMA	49M07N09W21	GRAPES, WINE	CHOICE WEATHER MASTER	1.7913	N/A	N/A	2.44	A	G
N/A	2017	17-JAN-17	SONOMA	49M07N09W20	GRAPES, WINE	CHOICE WEATHER MASTER	.2946	N/A	N/A	.4	A	G
N/A	2017	17-JAN-17	SONOMA	49M07N09W20	GRAPES, WINE	CHOICE WEATHER MASTER	.1657	N/A	N/A	.5	A	G
N/A	2017	17-JAN-17	SONOMA	49M07N09W20	GRAPES, WINE	CHOICE WEATHER MASTER	.1657	N/A	N/A	.5	A	G
N/A	2017	13-JAN-17	SONOMA	49M07N09W21	GRAPES, WINE	CHOICE WEATHER MASTER	1.7913	N/A	N/A	2.44	A	G
N/A	2017	17-JAN-17	SONOMA	49M07N09W20	GRAPES, WINE	CHOICE WEATHER MASTER	.2946	N/A	N/A	.4	A	G
N/A	2017	17-JAN-17	SONOMA	49M07N09W20	GRAPES, WINE	CHOICE WEATHER MASTER	.2946	N/A	N/A	.4	A	G
N/A	2017	17-JAN-17	SONOMA	49M07N09W20	GRAPES, WINE	CHOICE WEATHER MASTER	.1657	N/A	N/A	.5	A	G
N/A	2017	13-JAN-17	SONOMA	49M07N09W21	GRAPES, WINE	CHOICE WEATHER MASTER	1.7913	N/A	N/A	2.44	A	G
NO	2017	11-MAY-17	SONOMA	49M07N09W22	GRAPES, WINE	COSAVET DF	10	SULFUR	8	2	A	G
NO	2017	25-MAY-17	SONOMA	49M07N09W22	GRAPES, WINE	COSAVET DF	10	SULFUR	8	2	A	G
N/A	2017	15-MAY-17	SONOMA	49M07N09W28	GRAPES, WINE	CROSSHAIR	.5068	N/A	N/A	2.21	A	G
N/A	2017	03-MAR-17	SONOMA	49M07N09W29	GRAPES, WINE	CROSSHAIR	.6123	N/A	N/A	2.67	A	G
N/A	2017	27-DEC-17	SONOMA	49M07N09W29	GRAPES, WINE	CROSSHAIR	.9172	N/A	N/A	9	A	G
N/A	2017	10-MAY-17	SONOMA	49M07N09W27	GRAPES, WINE	CROSSHAIR	.6879	N/A	N/A	25	A	G
N/A	2017	15-MAY-17	SONOMA	49M07N09W28	GRAPES, WINE	CROSSHAIR	1.0227	N/A	N/A	4.46	A	G
N/A	2017	18-JUL-17	SONOMA	49M07N09W27	GRAPES, WINE	CROSSHAIR	5.7327	N/A	N/A	25	A	G
N/A	2017	15-MAY-17	SONOMA	49M07N09W28	GRAPES, WINE	CROSSHAIR	1.0227	N/A	N/A	4.46	A	G
N/A	2017	18-JUL-17	SONOMA	49M07N09W27	GRAPES, WINE	CROSSHAIR	5.7327	N/A	N/A	25	A	G
N/A	2017	27-DEC-17	SONOMA	49M07N09W29	GRAPES, WINE	CROSSHAIR	.9172	N/A	N/A	9	A	G
N/A	2017	15-MAY-17	SONOMA	49M07N09W28	GRAPES, WINE	CROSSHAIR	.5068	N/A	N/A	2.21	A	G
N/A	2017	10-MAY-17	SONOMA	49M07N09W27	GRAPES, WINE	CROSSHAIR	.6879	N/A	N/A	25	A	G
N/A	2017	03-MAR-17	SONOMA	49M07N09W29	GRAPES, WINE	CROSSHAIR	.6123	N/A	N/A	2.67	A	G
N/A	2017	03-MAR-17	SONOMA	49M07N09W29	GRAPES, WINE	CROSSHAIR	.6123	N/A	N/A	2.67	A	G
N/A	2017	18-JUL-17	SONOMA	49M07N09W27	GRAPES, WINE	CROSSHAIR	5.7327	N/A	N/A	25	A	G
N/A	2017	15-MAY-17	SONOMA	49M07N09W28	GRAPES, WINE	CROSSHAIR	1.0227	N/A	N/A	4.46	A	G
N/A	2017	10-MAY-17	SONOMA	49M07N09W27	GRAPES, WINE	CROSSHAIR	.6879	N/A	N/A	25	A	G
N/A	2017	27-DEC-17	SONOMA	49M07N09W29	GRAPES, WINE	CROSSHAIR	.9172	N/A	N/A	9	A	G
N/A	2017	15-MAY-17	SONOMA	49M07N09W28	GRAPES, WINE	CROSSHAIR	.5068	N/A	N/A	2.21	A	G
NO	2017	17-MAY-17	SONOMA	49M07N09W20	GRAPES, WINE	DITERA DF BIOLOGICAL NEMATICIDE	11.25	MYROTHECIUM VERRUCARIA, DRIED FERMENTATION SOLIDS & SOLUBLES, STRAIN AARC-0255	10.125	1.5	A	O
NO	2017	20-OCT-17	SONOMA	49M07N09W20	GRAPES, WINE	DITERA DF BIOLOGICAL NEMATICIDE	30	MYROTHECIUM VERRUCARIA, DRIED FERMENTATION SOLIDS & SOLUBLES, STRAIN AARC-0255	27	4	A	O
NO	2017	20-OCT-17	SONOMA	49M07N09W20	GRAPES, WINE	DITERA DF BIOLOGICAL NEMATICIDE	11.25	MYROTHECIUM VERRUCARIA, DRIED FERMENTATION SOLIDS & SOLUBLES, STRAIN AARC-0255	10.125	1.5	A	O
NO	2017	17-MAY-17	SONOMA	49M07N09W20	GRAPES, WINE	DITERA DF BIOLOGICAL NEMATICIDE	30	MYROTHECIUM VERRUCARIA, DRIED FERMENTATION SOLIDS & SOLUBLES, STRAIN AARC-0255	27	4	A	O
NO	2017	25-OCT-17	SONOMA	49M07N09W20	GRAPES, WINE	DITERA DF BIOLOGICAL NEMATICIDE	22.5	MYROTHECIUM VERRUCARIA, DRIED FERMENTATION SOLIDS & SOLUBLES, STRAIN AARC-0255	20.25	3	A	O
NO	2017	08-MAY-17	SONOMA	49M07N09W21	GRAPES, WINE	DITERA DF BIOLOGICAL NEMATICIDE	195	MYROTHECIUM VERRUCARIA, DRIED FERMENTATION SOLIDS & SOLUBLES, STRAIN AARC-0255	175.5	26	A	O
NO	2017	29-MAY-17	SONOMA	49M07N09W22	GRAPES, WINE	DITERA DF BIOLOGICAL NEMATICIDE	30	MYROTHECIUM VERRUCARIA, DRIED FERMENTATION SOLIDS & SOLUBLES, STRAIN AARC-0255	27	5	A	O
NO	2017	25-OCT-17	SONOMA	49M07N09W21	GRAPES, WINE	DITERA DF BIOLOGICAL NEMATICIDE	195	MYROTHECIUM VERRUCARIA, DRIED FERMENTATION SOLIDS & SOLUBLES, STRAIN AARC-0255	175.5	26	A	O
NO	2017	14-FEB-17	SONOMA	49M07N09W27	GRAPES, WINE	DRI-CLEAN HERBICIDE	1.2	2,4-D, DIMETHYLAMINE SALT	1.1628	3	A	G
NO	2017	04-MAR-17	SONOMA	49M07N09W22	GRAPES, WINE	DU PONT MATRIX HERBICIDE	1	RIMSULFURON	.25	11	A	G
NO	2017	07-MAR-17	SONOMA	49M07N09W22	GRAPES, WINE	DU PONT MATRIX HERBICIDE	.2813	RIMSULFURON	.070325	3	A	G
NO	2017	03-MAR-17	SONOMA	49M07N09W22	GRAPES, WINE	DU PONT MATRIX HERBICIDE	.5625	RIMSULFURON	.140625	6	A	G
NO	2017	28-JUN-17	SONOMA	49M07N09W21	GRAPES, WINE	DUPONT ALTACOR INSECT CONTROL	2.125	CHLORANTRANILIPROLE	.74375	8.26	A	G
NO	2017	26-MAY-17	SONOMA	49M07N09W29	GRAPES, WINE	DUPONT ALTACOR INSECT CONTROL	.5	CHLORANTRANILIPROLE	.175	2	A	G
NO	2017	27-JUN-17	SONOMA	49M07N09W21	GRAPES, WINE	DUPONT ALTACOR INSECT CONTROL	1.6438	CHLORANTRANILIPROLE	.57533	6.11	A	G
NO	2017	27-JUN-17	SONOMA	49M07N09W21	GRAPES, WINE	DUPONT ALTACOR INSECT CONTROL	1.25	CHLORANTRANILIPROLE	.4375	5.07	A	G
NO	2017	18-NOV-17	SONOMA	49M07N09W28	GRAPES, WINE	DUPONT MATRIX SG HERBICIDE	.1594	RIMSULFURON	.03985	1.25	A	G
NO	2017	18-NOV-17	SONOMA	49M07N09W28	GRAPES, WINE	DUPONT MATRIX SG HERBICIDE	.1531	RIMSULFURON	.038275	1.2	A	G
NO	2017	25-JUL-17	SONOMA	49M07N09W20	GRAPES, WINE	ELEVATE 50 WDG FUNGICIDE	23.25	FENHEXAMID	11.625	23.25	A	G
NO	2017	25-JUL-17	SONOMA	49M07N09W20	GRAPES, WINE	ELEVATE 50 WDG FUNGICIDE	4	FENHEXAMID	2	4	A	G
NO	2017	25-JUL-17	SONOMA	49M07N09W20	GRAPES, WINE	ELEVATE 50 WDG FUNGICIDE	2.5	FENHEXAMID	1.25	2.5	A	G
NO	2017	26-JUL-17	SONOMA	49M07N09W29	GRAPES, WINE	ELEVATE 50 WDG FUNGICIDE	16	FENHEXAMID	8	16	A	G
NO	2017	24-JUN-17	SONOMA	49M07N09W28	GRAPES, WINE	ELEVATE 50 WDG FUNGICIDE	5.7	FENHEXAMID	2.85	9.71	A	G
NO	2017	26-JUL-17	SONOMA	49M07N09W20	GRAPES, WINE	ELEVATE 50 WDG FUNGICIDE	11	FENHEXAMID	5.5	11	A	G
NO	2017	25-JUL-17	SONOMA	49M07N09W21	GRAPES, WINE	ELEVATE 50 WDG FUNGICIDE	28.25	FENHEXAMID	14.125	28.25	A	G
NO	2017	25-JUL-17	SONOMA	49M07N09W21	GRAPES, WINE	ELEVATE 50 WDG FUNGICIDE	13	FENHEXAMID	6.5	13	A	G
NO	2017	25-JUL-17	SONOMA	49M07N09W28	GRAPES, WINE	ELEVATE 50 WDG FUNGICIDE	25	FENHEXAMID	12.5	25	A	G
NO	2017	26-JUL-17	SONOMA	49M07N09W20	GRAPES, WINE	ELEVATE 50 WDG FUNGICIDE	12	FENHEXAMID	6	12	A	G
NO	2017	26-JUL-17	SONOMA	49M07N09W20	GRAPES, WINE	ELEVATE 50 WDG FUNGICIDE	12	FENHEXAMID	6	12	A	G
NO	2017	03-AUG-17	SONOMA	49M07N09W29	GRAPES, WINE	ELEVATE 50 WDG FUNGICIDE	9	FENHEXAMID	4.5	9	A	G
NO	2017	24-JUL-17	SONOMA	49M07N09W20	GRAPES, WINE	ELEVATE 50 WDG FUNGICIDE	13	FENHEXAMID	6.5	13	A	G
NO	2017	25-JUL-17	SONOMA	49M07N09W29	GRAPES, WINE	ELEVATE 50 WDG FUNGICIDE	18	FENHEXAMID	9	18	A	G
NO	2017	03-AUG-17	SONOMA	49M07N09W21	GRAPES, WINE	ELEVATE 50 WDG FUNGICIDE	2.5	FENHEXAMID	1.25	2.3	A	G
NO	2017	24-JUL-17	SONOMA	49M07N09W20	GRAPES, WINE	ELEVATE 50 WDG FUNGICIDE	3	FENHEXAMID	1.5	3	A	G
NO	2017	25-JUL-17	SONOMA	49M07N09W20	GRAPES, WINE	ELEVATE 50 WDG FUNGICIDE	15	FENHEXAMID	7.5	15	A	G
NO	2017	25-JUL-17	SONOMA	49M07N09W27	GRAPES, WINE	ELEVATE 50 WDG FUNGICIDE	16	FENHEXAMID	8	16	A	G
NO	2017	25-JUL-17	SONOMA	49M07N09W20	GRAPES, WINE	ELEVATE 50 WDG FUNGICIDE	22.5	FENHEXAMID	11.25	22.5	A	G
NO	2017	26-JUN-17	SONOMA	49M07N09W20	GRAPES, WINE	FLINT FUNGICIDE	.5888	TRIFLOXYSTROBIN	.2944	3.06	A	G
NO	2017	26-JUN-17	SONOMA	49M07N09W20	GRAPES, WINE	FLINT FUNGICIDE	.5231	TRIFLOXYSTROBIN	.26155	2.72	A	G
NO	2017	01-JUL-17	SONOMA	49M07N09W22	GRAPES, WINE	FLINT FUNGICIDE	.75	TRIFLOXYSTROBIN	.375	6	A	G
NO	2017	29-APR-17	SONOMA	49M07N09W20	GRAPES, WINE	FLINT FUNGICIDE	.4688	TRIFLOXYSTROBIN	.2344	3	A	G
NO	2017	21-APR-17	SONOMA	49M07N09W29	GRAPES, WINE	FLINT FUNGICIDE	1.25	TRIFLOXYSTROBIN	.625	10	A	G
NO	2017	29-APR-17	SONOMA	49M07N09W29	GRAPES, WINE	FLINT FUNGICIDE	2.5	TRIFLOXYSTROBIN	1.25	16	A	G
NO	2017	28-APR-17	SONOMA	49M07N09W29	GRAPES, WINE	FLINT FUNGICIDE	1.25	TRIFLOXYSTROBIN	.625	8	A	G
NO	2017	23-MAY-17	SONOMA	49M07N09W29	GRAPES, WINE	FLINT FUNGICIDE	.3125	TRIFLOXYSTROBIN	.15625	2	A	G
NO	2017	29-APR-17	SONOMA	49M07N09W20	GRAPES, WINE	FLINT FUNGICIDE	1.875	TRIFLOXYSTROBIN	.9375	12	A	G
NO	2017	29-APR-17	SONOMA	49M07N09W20	GRAPES, WINE	FLINT FUNGICIDE	1.875	TRIFLOXYSTROBIN	.9375	12	A	G
NO	2017	28-APR-17	SONOMA	49M07N09W28	GRAPES, WINE	FLINT FUNGICIDE	3.2813	TRIFLOXYSTROBIN	1.64065	21	A	G
NO	2017	30-JUN-17	SONOMA	49M07N09W22	GRAPES, WINE	FLINT FUNGICIDE	.375	TRIFLOXYSTROBIN	.1875	3	A	G
NO	2017	28-JUN-17	SONOMA	49M07N09W21	GRAPES, WINE	FLINT FUNGICIDE	1.5938	TRIFLOXYSTROBIN	.7969	8.26	A	G
NO	2017	29-APR-17	SONOMA	49M07N09W20	GRAPES, WINE	FLINT FUNGICIDE	1.875	TRIFLOXYSTROBIN	.9375	12	A	G
NO	2017	29-APR-17	SONOMA	49M07N09W20	GRAPES, WINE	FLINT FUNGICIDE	3.75	TRIFLOXYSTROBIN	1.875	24	A	G
NO	2017	28-APR-17	SONOMA	49M07N09W29	GRAPES, WINE	FLINT FUNGICIDE	2.1875	TRIFLOXYSTROBIN	1.09375	14	A	G
NO	2017	27-JUN-17	SONOMA	49M07N09W21	GRAPES, WINE	FLINT FUNGICIDE	1.2331	TRIFLOXYSTROBIN	.61655	6.11	A	G
NO	2017	28-APR-17	SONOMA	49M07N09W20	GRAPES, WINE	FLINT FUNGICIDE	2.1875	TRIFLOXYSTROBIN	1.09375	14	A	G
NO	2017	28-APR-17	SONOMA	49M07N09W20	GRAPES, WINE	FLINT FUNGICIDE	.7813	TRIFLOXYSTROBIN	.39065	5	A	G
NO	2017	12-JUN-17	SONOMA	49M07N09W28	GRAPES, WINE	FLINT FUNGICIDE	1.125	TRIFLOXYSTROBIN	.5625	9.71	A	G
NO	2017	26-JUN-17	SONOMA	49M07N09W20	GRAPES, WINE	FLINT FUNGICIDE	.5538	TRIFLOXYSTROBIN	.2769	2.88	A	G
NO	2017	26-JUN-17	SONOMA	49M07N09W20	GRAPES, WINE	FLINT FUNGICIDE	.5463	TRIFLOXYSTROBIN	.27315	2.84	A	G
NO	2017	28-APR-17	SONOMA	49M07N09W20	GRAPES, WINE	FLINT FUNGICIDE	2.1875	TRIFLOXYSTROBIN	1.09375	14	A	G
NO	2017	26-JUN-17	SONOMA	49M07N09W20	GRAPES, WINE	FLINT FUNGICIDE	.5906	TRIFLOXYSTROBIN	.2953	3.07	A	G
NO	2017	27-JUN-17	SONOMA	49M07N09W21	GRAPES, WINE	FLINT FUNGICIDE	.9375	TRIFLOXYSTROBIN	.46875	5.07	A	G
NO	2017	03-JUL-17	SONOMA	49M07N09W22	GRAPES, WINE	FLINT FUNGICIDE	1.375	TRIFLOXYSTROBIN	.6875	11	A	G
NO	2017	28-APR-17	SONOMA	49M07N09W27	GRAPES, WINE	FLINT FUNGICIDE	2.5	TRIFLOXYSTROBIN	1.25	16	A	G
NO	2017	28-APR-17	SONOMA	49M07N09W21	GRAPES, WINE	FLINT FUNGICIDE	4.0625	TRIFLOXYSTROBIN	2.03125	26	A	G
NO	2017	28-APR-17	SONOMA	49M07N09W20	GRAPES, WINE	FLINT FUNGICIDE	.625	TRIFLOXYSTROBIN	.3125	4	A	G
NO	2017	29-APR-17	SONOMA	49M07N09W20	GRAPES, WINE	FLINT FUNGICIDE	3.125	TRIFLOXYSTROBIN	1.5625	20	A	G
NO	2017	28-APR-17	SONOMA	49M07N09W21	GRAPES, WINE	FLINT FUNGICIDE	1.875	TRIFLOXYSTROBIN	.9375	12	A	G
NO	2017	26-JUN-17	SONOMA	49M07N09W20	GRAPES, WINE	FLINT FUNGICIDE	.5731	TRIFLOXYSTROBIN	.28655	2.98	A	G
NO	2017	28-MAY-17	SONOMA	49M07N09W22	GRAPES, WINE	FLO-SUL SIX	8.9964	SULFUR	4.678128	6	A	G
NO	2017	27-MAY-17	SONOMA	49M07N09W22	GRAPES, WINE	FLO-SUL SIX	20.9916	SULFUR	10.915632	14	A	F
N/A	2017	26-JUN-17	SONOMA	49M07N09W20	GRAPES, WINE	FREEWAY	.0658	N/A	N/A	.5	A	G
N/A	2017	05-JUN-17	SONOMA	49M07N09W20	GRAPES, WINE	FREEWAY	.0658	N/A	N/A	1	A	G
